"species","resilience"
"Sebastes owstoni","Low"
"Sebastes pachycephalus","Medium"
"Sebastes paucispinis","Low"
"Sebastes peduncularis","Very low"
"Sebastes phillipsi","Low"
"Sebastes pinniger","Low"
"Sebastes polyspinis","Very low"
"Sebastes proriger","Low"
"Sebastes rastrelliger","Low"
"Sebastes reedi","Low"
"Sebastes rosaceus","Low"
"Sebastes rosenblatti","Very low"
"Sebastes ruberrimus","Very low"
"Sebastes rubrivinctus","Low"
"Sebastes rufinanus","Medium"
"Sebastes rufus","Very low"
"Sebastes saxicola","Low"
"Sebastes schlegelii","Medium"
"Sebastes scythropus","Low"
"Sebastes semicinctus","Low"
"Sebastes serranoides","Low"
"Sebastes serriceps","Low"
"Sebastes simulator","Low"
"Sebastes sinensis","Medium"
"Sebastes spinorbis","Very low"
"Sebastes steindachneri","Low"
"Sebastes taczanowskii","Medium"
"Sebastes thompsoni","Low"
"Sebastes trivittatus","Very low"
"Sebastes umbrosus","Low"
"Sebastes variabilis","Very low"
"Sebastes variegatus","Very low"
"Sebastes varispinis","Very low"
"Sebastes ventricosus","Very low"
"Sebastes viviparus","Very low"
"Sebastes vulpes","Low"
"Sebastes wakiyai","Medium"
"Sebastes wilsoni","Low"
"Sebastes zacentrus","Low"
"Sebastes zonatus","Low"
"Sebastiscus albofasciatus","Medium"
"Sebastiscus marmoratus","Medium"
"Sebastiscus tertius","Low"
"Sebastolobus alascanus","Very low"
"Sebastolobus altivelis","Low"
"Sebastolobus macrochir","Low"
"Sectoria atriceps","High"
"Sectoria heterognathos","High"
"Securicula gora","Medium"
"Secutor hanedai","High"
"Secutor indicius","High"
"Secutor insidiator","High"
"Secutor interruptus","High"
"Secutor mazavasaoka","High"
"Secutor megalolepis","High"
"Secutor ruconius","High"
"Selachophidium guentheri","Medium"
"Selar boops","High"
"Selar crumenophthalmus","High"
"Selaroides leptolepis","High"
"Selenanthias analis","High"
"Selenanthias barroi","High"
"Selenanthias myersi","High"
"Selene brevoortii","High"
"Selene brownii","High"
"Selene dorsalis","High"
"Selene orstedii","High"
"Selene peruviana","High"
"Selene setapinnis","Medium"
"Selene spixii","High"
"Selene vomer","Medium"
"Seleniolycus laevifasciatus","Medium"
"Seleniolycus pectoralis","Low"
"Seleniolycus robertsi","Low"
"Selenoscopus turbisquamatus","Medium"
"Selenotoca multifasciata","High"
"Selenotoca papuensis","High"
"Semaprochilodus brama","Medium"
"Semaprochilodus insignis","High"
"Semaprochilodus kneri","High"
"Semaprochilodus laticeps","Medium"
"Semaprochilodus taeniurus","High"
"Semaprochilodus varii","High"
"Semicossyphus darwini","Low"
"Semicossyphus pulcher","Very low"
"Semicossyphus reticulatus","Very low"
"Semilabeo notabilis","Medium"
"Semilabeo obscurus","Medium"
"Seminemacheilus ispartensis","High"
"Seminemacheilus lendlii","High"
"Semiplotus cirrhosus","High"
"Semiplotus manipurensis","Medium"
"Semiplotus modestus","Medium"
"Semotilus atromaculatus","Medium"
"Semotilus corporalis","Medium"
"Semotilus lumbee","Medium"
"Semotilus thoreauianus","High"
"Sepia latimanus","Medium"
"Sepia pharaonis","High"
"Seriola carpenteri","Medium"
"Seriola dumerili","Medium"
"Seriola fasciata","Medium"
"Seriola hippos","Low"
"Seriola lalandi","Low"
"Seriola peruana","Medium"
"Seriola quinqueradiata","Medium"
"Seriola rivoliana","Very low"
"Seriola zonata","Medium"
"Seriolella brama","Medium"
"Seriolella caerulea","Medium"
"Seriolella porosa","Medium"
"Seriolella punctata","Medium"
"Seriolella tinro","Medium"
"Seriolella violacea","Medium"
"Seriolina nigrofasciata","Medium"
"Seriphus politus","Medium"
"Serraniculus pumilio","High"
"Serranochromis altus","Medium"
"Serranochromis angusticeps","Medium"
"Serranochromis jallae","Medium"
"Serranochromis janus","Medium"
"Serranochromis longimanus","Medium"
"Serranochromis macrocephalus","Medium"
"Serranochromis meridianus","Medium"
"Serranochromis robustus","Medium"
"Serranochromis spei","Medium"
"Serranochromis stappersi","Medium"
"Serranochromis thumbergi","Medium"
"Serranocirrhitus latus","High"
"Serranus accraensis","High"
"Serranus aequidens","High"
"Serranus africanus","High"
"Serranus aliceae","High"
"Serranus annularis","High"
"Serranus atricauda","Low"
"Serranus atrobranchus","High"
"Serranus baldwini","High"
"Serranus cabrilla","Medium"
"Serranus chionaraia","High"
"Serranus drewesi","High"
"Serranus flaviventris","High"
"Serranus hepatus","Medium"
"Serranus heterurus","High"
"Serranus huascarii","High"
"Serranus inexpectatus","High"
"Serranus luciopercanus","High"
"Serranus maytagi","High"
"Serranus notospilus","High"
"Serranus novemcinctus","Medium"
"Serranus phoebe","High"
"Serranus psittacinus","High"
"Serranus pulcher","High"
"Serranus sanctaehelenae","High"
"Serranus scriba","Medium"
"Serranus socorroensis","High"
"Serranus stilbostigma","High"
"Serranus subligarius","High"
"Serranus tabacarius","High"
"Serranus tico","High"
"Serranus tigrinus","Medium"
"Serranus tortugarum","High"
"Serrapinnus calliurus","Medium"
"Serrapinnus heterodon","Medium"
"Serrapinnus kriegi","Medium"
"Serrapinnus microdon","Medium"
"Serrapinnus micropterus","Medium"
"Serrapinnus notomelas","Medium"
"Serrapinnus piaba","Medium"
"Serrapinnus sterbai","High"
"Serrasalmus altispinis","High"
"Serrasalmus altuvei","High"
"Serrasalmus auriventris","High"
"Serrasalmus brandtii","High"
"Serrasalmus compressus","High"
"Serrasalmus eigenmanni","High"
"Serrasalmus elongatus","High"
"Serrasalmus emarginatus","High"
"Serrasalmus geryi","High"
"Serrasalmus gibbus","High"
"Serrasalmus gouldingi","High"
"Serrasalmus hastatus","High"
"Serrasalmus hollandi","High"
"Serrasalmus humeralis","High"
"Serrasalmus irritans","High"
"Serrasalmus maculatus","High"
"Serrasalmus manueli","High"
"Serrasalmus marginatus","High"
"Serrasalmus medinai","High"
"Serrasalmus nalseni","High"
"Serrasalmus neveriensis","High"
"Serrasalmus nigricans","High"
"Serrasalmus nigricauda","High"
"Serrasalmus odyssei","High"
"Serrasalmus rhombeus","High"
"Serrasalmus sanchezi","High"
"Serrasalmus scotopterus","High"
"Serrasalmus serrulatus","High"
"Serrasalmus spilopleura","High"
"Serrasalmus stagnatilis","High"
"Serrasalmus undulatus","High"
"Serrivomer beanii","Low"
"Serrivomer bertini","Medium"
"Serrivomer garmani","Medium"
"Serrivomer jesperseni","Low"
"Serrivomer lanceolatoides","Medium"
"Serrivomer samoensis","Medium"
"Serrivomer schmidti","Medium"
"Serrivomer sector","Low"
"Setarches guentheri","Low"
"Setipinna breviceps","High"
"Setipinna brevifilis","Medium"
"Setipinna melanochir","Medium"
"Setipinna paxtoni","High"
"Setipinna phasa","Medium"
"Setipinna taty","Medium"
"Setipinna tenuifilis","High"
"Setipinna wheeleri","High"
"Sicamugil cascasia","High"
"Sicamugil hamiltonii","High"
"Sicyases brevirostris","Medium"
"Sicyases hildebrandi","Medium"
"Sicyases sanguineus","Medium"
"Sicydium adelum","High"
"Sicydium altum","High"
"Sicydium brevifile","High"
"Sicydium buscki","High"
"Sicydium bustamantei","Very low"
"Sicydium cocoensis","Medium"
"Sicydium crenilabrum","High"
"Sicydium fayae","Medium"
"Sicydium gilberti","Medium"
"Sicydium gymnogaster","Medium"
"Sicydium hildebrandi","High"
"Sicydium montanum","High"
"Sicydium multipunctatum","Medium"
"Sicydium plumieri","High"
"Sicydium punctatum","Low"
"Sicydium rosenbergii","High"
"Sicydium salvini","High"
"Sicyopterus aiensis","High"
"Sicyopterus brevis","High"
"Sicyopterus calliochromus","High"
"Sicyopterus caudimaculatus","High"
"Sicyopterus crassus","High"
"Sicyopterus cynocephalus","High"
"Sicyopterus erythropterus","High"
"Sicyopterus eudentatus","High"
"Sicyopterus fasciatus","High"
"Sicyopterus franouxi","High"
"Sicyopterus fuliag","High"
"Sicyopterus griseus","High"
"Sicyopterus hageni","High"
"Sicyopterus japonicus","High"
"Sicyopterus lacrymosus","High"
"Sicyopterus lagocephalus","High"
"Sicyopterus laticeps","High"
"Sicyopterus lengguru","High"
"Sicyopterus lividus","High"
"Sicyopterus longifilis","High"
"Sicyopterus macrostetholepis","High"
"Sicyopterus marquesensis","High"
"Sicyopterus microcephalus","High"
"Sicyopterus micrurus","High"
"Sicyopterus ocellaris","High"
"Sicyopterus ouwensi","High"
"Sicyopterus panayensis","High"
"Sicyopterus parvei","High"
"Sicyopterus pugnans","High"
"Sicyopterus punctissimus","High"
"Sicyopterus rapa","High"
"Sicyopterus sarasini","High"
"Sicyopterus squamosissimus","High"
"Sicyopterus stimpsoni","Medium"
"Sicyopterus stiphodonoides","High"
"Sicyopterus wichmanni","High"
"Sicyopus auxilimentus","High"
"Sicyopus cebuensis","High"
"Sicyopus discordipinnis","High"
"Sicyopus exallisquamulus","High"
"Sicyopus jonklaasi","High"
"Sicyopus lord","High"
"Sicyopus multisquamatus","High"
"Sicyopus nigriradiatus","High"
"Sicyopus rubicundus","High"
"Sicyopus zosterophorus","High"
"Sierrathrissa leonensis","High"
"Siganus argenteus","High"
"Siganus canaliculatus","Medium"
"Siganus corallinus","High"
"Siganus doliatus","High"
"Siganus fuscescens","High"
"Siganus guttatus","High"
"Siganus insomnis","High"
"Siganus javus","High"
"Siganus labyrinthodes","High"
"Siganus lineatus","High"
"Siganus luridus","Medium"
"Siganus magnificus","High"
"Siganus niger","High"
"Siganus puelloides","High"
"Siganus puellus","High"
"Siganus punctatissimus","High"
"Siganus punctatus","High"
"Siganus randalli","High"
"Siganus rivulatus","Medium"
"Siganus spinus","High"
"Siganus stellatus","High"
"Siganus sutor","High"
"Siganus trispilos","High"
"Siganus unimaculatus","High"
"Siganus uspi","High"
"Siganus vermiculatus","Medium"
"Siganus virgatus","High"
"Siganus vulpinus","High"
"Siganus woodlandi","High"
"Sigmistes caulias","High"
"Sigmistes smithi","High"
"Sigmops bathyphilus","Medium"
"Sigmops ebelingi","High"
"Sigmops elongatus","Medium"
"Sigmops gracilis","Medium"
"Sigmops longipinnis","Medium"
"Signigobius biocellatus","High"
"Sikukia flavicaudata","Medium"
"Sikukia gudgeri","Medium"
"Sikukia longibarbata","High"
"Sikukia stejnegeri","High"
"Silhouettea aegyptia","Medium"
"Silhouettea capitlineata","High"
"Silhouettea chaimi","High"
"Silhouettea dotui","High"
"Silhouettea evanida","High"
"Silhouettea hoesei","High"
"Silhouettea indica","High"
"Silhouettea insinuans","High"
"Silhouettea nuchipunctatus","High"
"Silhouettea sibayi","High"
"Sillaginodes punctatus","Medium"
"Sillaginopodys chondropus","Medium"
"Sillaginops macrolepis","High"
"Sillaginopsis panijus","Medium"
"Sillago aeolus","High"
"Sillago analis","High"
"Sillago arabica","High"
"Sillago argentifasciata","High"
"Sillago asiatica","High"
"Sillago attenuata","High"
"Sillago bassensis","Medium"
"Sillago boutani","High"
"Sillago burrus","High"
"Sillago caudicula","High"
"Sillago ciliata","Medium"
"Sillago flindersi","Medium"
"Sillago indica","Medium"
"Sillago ingenuua","High"
"Sillago intermedius","High"
"Sillago japonica","High"
"Sillago lutea","High"
"Sillago maculata","High"
"Sillago megacephalus","High"
"Sillago microps","High"
"Sillago nierstraszi","High"
"Sillago parvisquamis","High"
"Sillago robusta","High"
"Sillago schomburgkii","Medium"
"Sillago sihama","High"
"Sillago sinica","High"
"Sillago soringa","High"
"Sillago suezensis","High"
"Sillago vincenti","High"
"Sillago vittata","High"
"Silonia childreni","Medium"
"Silonia silondia","Very low"
"Siluranodon auritus","High"
"Silurichthys citatus","High"
"Silurichthys gibbiceps","High"
"Silurichthys hasseltii","High"
"Silurichthys indragiriensis","High"
"Silurichthys ligneolus","High"
"Silurichthys marmoratus","High"
"Silurichthys phaiosoma","High"
"Silurichthys sanguineus","High"
"Silurichthys schneideri","High"
"Silurus aristotelis","Medium"
"Silurus asotus","Low"
"Silurus biwaensis","Very low"
"Silurus chantrei","Very low"
"Silurus duanensis","Very low"
"Silurus glanis","Low"
"Silurus grahami","Medium"
"Silurus lanzhouensis","Very low"
"Silurus lithophilus","Low"
"Silurus mento","Medium"
"Silurus meridionalis","Very low"
"Silurus microdorsalis","Medium"
"Silurus soldatovi","Low"
"Silurus triostegus","Very low"
"Silvinichthys bortayro","High"
"Simenchelys parasitica","Medium"
"Similiparma hermani","Medium"
"Similiparma lurida","High"
"Simipercis trispinosa","High"
"Simochromis diagramma","High"
"Simpsonichthys alternatus","High"
"Simpsonichthys boitonei","High"
"Simpsonichthys bokermanni","High"
"Simpsonichthys cholopteryx","High"
"Simpsonichthys constanciae","High"
"Simpsonichthys delucai","High"
"Simpsonichthys fasciatus","High"
"Simpsonichthys gibberatus","High"
"Simpsonichthys margaritatus","High"
"Simpsonichthys marginatus","High"
"Simpsonichthys multiradiatus","High"
"Simpsonichthys nielseni","High"
"Simpsonichthys nigromaculatus","High"
"Simpsonichthys ocellatus","High"
"Simpsonichthys parallelus","High"
"Simpsonichthys perpendicularis","High"
"Simpsonichthys punctulatus","High"
"Simpsonichthys rosaceus","High"
"Simpsonichthys rufus","High"
"Simpsonichthys santanae","High"
"Simpsonichthys similis","High"
"Simpsonichthys stellatus","High"
"Simpsonichthys suzarti","High"
"Simpsonichthys trilineatus","High"
"Simpsonichthys virgulatus","High"
"Simpsonichthys zonatus","High"
"Sineleotris chalmersi","Low"
"Sineleotris namxamensis","Medium"
"Sineleotris saccharae","Medium"
"Sinibotia longiventralis","High"
"Sinibotia pulchra","High"
"Sinibotia reevesae","High"
"Sinibotia robusta","Medium"
"Sinibotia superciliaris","Medium"
"Sinibotia zebra","Medium"
"Sinibrama affinis","Medium"
"Sinibrama longianalis","Medium"
"Sinibrama macrops","Medium"
"Sinibrama melrosei","Medium"
"Sinibrama taeniatus","Medium"
"Sinibrama wui","Medium"
"Sinigarra napoense","High"
"Sinilabeo binhluensis","Medium"
"Sinilabeo brevirostris","Medium"
"Sinilabeo cirrhinoides","Medium"
"Sinilabeo hummeli","Medium"
"Sinilabeo longibarbatus","Medium"
"Sinilabeo longirostris","Medium"
"Siniperca chuatsi","Medium"
"Siniperca fortis","Medium"
"Siniperca knerii","Medium"
"Siniperca liuzhouensis","Medium"
"Siniperca obscura","Medium"
"Siniperca roulei","Medium"
"Siniperca scherzeri","Medium"
"Siniperca undulata","High"
"Siniperca vietnamensis","Medium"
"Sinobatis borneensis","Low"
"Sinobatis bulbicauda","Low"
"Sinobatis caerulea","Low"
"Sinobatis filicauda","Low"
"Sinobatis melanosoma","Low"
"Sinobatis stenosoma","Low"
"Sinobdella sinensis","High"
"Sinocrossocheilus bamaensis","Medium"
"Sinocrossocheilus guizhouensis","High"
"Sinocrossocheilus labiatus","High"
"Sinocrossocheilus megalophthalmus","High"
"Sinocyclocheilus altishoulderus","Medium"
"Sinocyclocheilus anatirostris","High"
"Sinocyclocheilus angularis","High"
"Sinocyclocheilus angustiporus","High"
"Sinocyclocheilus anophthalmus","High"
"Sinocyclocheilus anshuiensis","High"
"Sinocyclocheilus aquihornes","High"
"Sinocyclocheilus biangularis","High"
"Sinocyclocheilus bicornutus","High"
"Sinocyclocheilus brevibarbatus","Medium"
"Sinocyclocheilus brevifinus","High"
"Sinocyclocheilus brevis","High"
"Sinocyclocheilus broadihornes","High"
"Sinocyclocheilus cyphotergous","High"
"Sinocyclocheilus donglanensis","High"
"Sinocyclocheilus dongtangensis","Medium"
"Sinocyclocheilus flexuosdorsalis","High"
"Sinocyclocheilus furcodorsalis","High"
"Sinocyclocheilus gracilicaudatus","High"
"Sinocyclocheilus gracilis","High"
"Sinocyclocheilus grahami","High"
"Sinocyclocheilus guanduensis","High"
"Sinocyclocheilus guilinensis","High"
"Sinocyclocheilus guishanensis","High"
"Sinocyclocheilus hei","High"
"Sinocyclocheilus huanglongdongensis","High"
"Sinocyclocheilus huangtianensis","High"
"Sinocyclocheilus huaningensis","High"
"Sinocyclocheilus huanjiangensis","High"
"Sinocyclocheilus hugeibarbus","High"
"Sinocyclocheilus huizeensis","High"
"Sinocyclocheilus hyalinus","High"
"Sinocyclocheilus jii","Medium"
"Sinocyclocheilus jinxiensis","High"
"Sinocyclocheilus jiuxuensis","High"
"Sinocyclocheilus lateristriatus","High"
"Sinocyclocheilus liboensis","High"
"Sinocyclocheilus lingyunensis","High"
"Sinocyclocheilus longibarbatus","High"
"Sinocyclocheilus longifinus","High"
"Sinocyclocheilus luolouensis","Medium"
"Sinocyclocheilus luopingensis","High"
"Sinocyclocheilus macrocephalus","Medium"
"Sinocyclocheilus macrolepis","High"
"Sinocyclocheilus macrophthalmus","High"
"Sinocyclocheilus macroscalus","Medium"
"Sinocyclocheilus maculatus","High"
"Sinocyclocheilus maitianheensis","High"
"Sinocyclocheilus malacopterus","Medium"
"Sinocyclocheilus mashanensis","High"
"Sinocyclocheilus microphthalmus","Medium"
"Sinocyclocheilus multipunctatus","Medium"
"Sinocyclocheilus oxycephalus","High"
"Sinocyclocheilus purpureus","High"
"Sinocyclocheilus qiubeiensis","High"
"Sinocyclocheilus qujingensis","High"
"Sinocyclocheilus rhinocerous","High"
"Sinocyclocheilus robustus","Medium"
"Sinocyclocheilus tianlinensis","High"
"Sinocyclocheilus tileihornes","High"
"Sinocyclocheilus tingi","Medium"
"Sinocyclocheilus wui","High"
"Sinocyclocheilus wumengshanensis","High"
"Sinocyclocheilus xichouensis","High"
"Sinocyclocheilus xunlensis","High"
"Sinocyclocheilus yangzongensis","Medium"
"Sinocyclocheilus yaolanensis","High"
"Sinocyclocheilus yimenensis","High"
"Sinocyclocheilus yishanensis","Medium"
"Sinogastromyzon dezeensis","High"
"Sinogastromyzon lixianjiangensis","High"
"Sinogastromyzon macrostoma","High"
"Sio nordenskjoldii","Low"
"Siokunichthys bentuviai","High"
"Siokunichthys breviceps","High"
"Siokunichthys herrei","High"
"Siokunichthys nigrolineatus","High"
"Siokunichthys southwelli","High"
"Siokunichthys striatus","High"
"Siphamia arabica","High"
"Siphamia argentea","High"
"Siphamia brevilux","High"
"Siphamia cephalotes","High"
"Siphamia corallicola","High"
"Siphamia cuneiceps","High"
"Siphamia cyanophthalma","High"
"Siphamia elongata","High"
"Siphamia fistulosa","High"
"Siphamia fraseri","High"
"Siphamia fuscolineata","High"
"Siphamia goreni","High"
"Siphamia guttulata","High"
"Siphamia jebbi","High"
"Siphamia majimai","High"
"Siphamia mossambica","High"
"Siphamia papuensis","High"
"Siphamia randalli","High"
"Siphamia roseigaster","High"
"Siphamia senoui","High"
"Siphamia spinicola","High"
"Siphamia stenotes","High"
"Siphamia tubifer","High"
"Siphamia tubulata","High"
"Siphateles alvordensis","High"
"Siphateles bicolor","Medium"
"Siphateles boraxobius","High"
"Siphonognathus argyrophanes","Medium"
"Siphonognathus attenuatus","High"
"Siphonognathus beddomei","High"
"Siphonognathus caninis","High"
"Siphonognathus radiatus","High"
"Siphonognathus tanyourus","High"
"Siphonogobius nue","High"
"Sirembo imberbis","High"
"Sirembo jerdoni","High"
"Sirembo metachroma","High"
"Sisor barakensis","Medium"
"Sisor chennuah","High"
"Sisor pakistanicus","Medium"
"Sisor rabdophorus","Low"
"Sisor rheophilus","Medium"
"Sisor torosus","High"
"Skiffia bilineata","High"
"Skiffia francesae","High"
"Skiffia lermae","High"
"Skiffia multipunctata","High"
"Skiotocharax meizon","High"
"Skythrenchelys macrostomus","High"
"Skythrenchelys zabra","High"
"Sladenia remiger","Medium"
"Sladenia shaefersi","Medium"
"Sladenia zhui","Low"
"Smilosicyopus bitaeniatus","High"
"Smilosicyopus chloe","High"
"Smilosicyopus fehlmanni","High"
"Smilosicyopus leprurus","High"
"Smilosicyopus mystax","High"
"Smilosicyopus pentecost","High"
"Smilosicyopus sasali","High"
"Snyderina guentheri","Low"
"Snyderina yamanokami","Low"
"Soldatovia polyactocephala","Low"
"Solea aegyptiaca","High"
"Solea capensis","Medium"
"Solea elongata","Medium"
"Solea heinii","Medium"
"Solea ovata","High"
"Solea senegalensis","Medium"
"Solea solea","Medium"
"Solea stanalandi","High"
"Solea turbynei","High"
"Solegnathus dunckeri","High"
"Solegnathus hardwickii","High"
"Solegnathus lettiensis","High"
"Solegnathus robustus","High"
"Solegnathus spinosissimus","Medium"
"Soleichthys dori","High"
"Soleichthys heterorhinos","Medium"
"Soleichthys maculosus","High"
"Soleichthys microcephalus","Medium"
"Soleichthys oculofasciatus","High"
"Soleichthys serpenpellis","High"
"Soleichthys siammakuti","High"
"Soleichthys tubiferus","High"
"Solenocera choprai","High"
"Solenocera crassicornis","High"
"Solenostomus armatus","High"
"Solitas gruveli","High"
"Solivomer arenidens","Medium"
"Solocisquama carinata","High"
"Solocisquama erythrina","Medium"
"Solocisquama stellulata","Medium"
"Somniosus antarcticus","Very low"
"Somniosus longus","Low"
"Somniosus microcephalus","Very low"
"Somniosus pacificus","Low"
"Somniosus rostratus","Low"
"Sonoda megalophthalma","High"
"Sonoda paucilampa","High"
"Sonorolux fluminis","High"
"Soromonichthys stearleyi","High"
"Sorosichthys ananassa","Medium"
"Sorsogona humerosa","High"
"Sorsogona melanoptera","High"
"Sorsogona nigripinna","High"
"Sorsogona portuguesa","High"
"Sorsogona prionota","High"
"Sorsogona tuberculata","High"
"Sorubim cuspicaudus","Medium"
"Sorubim elongatus","Medium"
"Sorubim lima","Medium"
"Sorubim maniradii","High"
"Sorubim trigonocephalus","Medium"
"Sorubimichthys planiceps","Very low"
"Spaniblennius clandestinus","High"
"Spaniblennius riodourensis","High"
"Sparidentex belayewi","Medium"
"Sparidentex datnia","Medium"
"Sparidentex hasta","Low"
"Sparidentex jamalensis","Medium"
"Sparisoma amplum","High"
"Sparisoma atomarium","High"
"Sparisoma aurofrenatum","Medium"
"Sparisoma axillare","Medium"
"Sparisoma choati","High"
"Sparisoma chrysopterum","High"
"Sparisoma cretense","Medium"
"Sparisoma frondosum","Medium"
"Sparisoma griseorubrum","High"
"Sparisoma radians","High"
"Sparisoma rocha","High"
"Sparisoma rubripinne","High"
"Sparisoma strigatum","High"
"Sparisoma tuiupiranga","High"
"Sparisoma viride","Medium"
"Sparodon durbanensis","Low"
"Sparus aurata","Medium"
"Spathodus erythrodon","High"
"Spathodus marlieri","High"
"Spatuloricaria fimbriata","High"
"Spectracanthicus murinus","High"
"Spectrolebias brousseaui","High"
"Spectrolebias chacoensis","High"
"Spectrolebias costai","High"
"Spectrolebias filamentosus","High"
"Spectrolebias inaequipinnatus","High"
"Spectrolebias pilleti","High"
"Spectrolebias reticulatus","High"
"Spectrolebias semiocellatus","High"
"Spectrunculus crassus","Medium"
"Spectrunculus grandis","Very low"
"Speleogobius trigloides","High"
"Speolabeo musaei","High"
"Speonectes tiomanensis","High"
"Speoplatyrhinus poulsoni","Medium"
"Sperata acicularis","High"
"Sperata aor","Medium"
"Sperata aorella","High"
"Sperata seenghala","High"
"Sphaeramia nematoptera","High"
"Sphaeramia orbicularis","High"
"Sphaerichthys acrostoma","High"
"Sphaerichthys osphromenoides","High"
"Sphaerichthys selatanensis","High"
"Sphaerichthys vaillanti","High"
"Sphaerophysa dianchiensis","High"
"Sphagemacrurus decimalis","Medium"
"Sphagemacrurus gibber","Medium"
"Sphagemacrurus grenadae","Medium"
"Sphagemacrurus hirundo","Medium"
"Sphagemacrurus pumiliceps","Medium"
"Sphagemacrurus richardi","Medium"
"Sphoeroides andersonianus","High"
"Sphoeroides angusticeps","High"
"Sphoeroides annulatus","Medium"
"Sphoeroides dorsalis","High"
"Sphoeroides georgemilleri","High"
"Sphoeroides greeleyi","High"
"Sphoeroides kendalli","High"
"Sphoeroides lispus","High"
"Sphoeroides lobatus","High"
"Sphoeroides maculatus","High"
"Sphoeroides marmoratus","High"
"Sphoeroides nephelus","High"
"Sphoeroides nitidus","High"
"Sphoeroides pachygaster","Medium"
"Sphoeroides parvus","High"
"Sphoeroides rosenblatti","High"
"Sphoeroides sechurae","High"
"Sphoeroides spengleri","High"
"Sphoeroides testudineus","Low"
"Sphoeroides trichocephalus","High"
"Sphoeroides tyleri","High"
"Sphoeroides yergeri","High"
"Sphyraena acutipinnis","Medium"
"Sphyraena afra","Very low"
"Sphyraena arabiansis","Very low"
"Sphyraena argentea","Medium"
"Sphyraena barracuda","Low"
"Sphyraena borealis","Medium"
"Sphyraena chrysotaenia","High"
"Sphyraena ensis","Low"
"Sphyraena flavicauda","Medium"
"Sphyraena forsteri","Medium"
"Sphyraena guachancho","Very low"
"Sphyraena helleri","Medium"
"Sphyraena iburiensis","High"
"Sphyraena idiastes","Medium"
"Sphyraena intermedia","Medium"
"Sphyraena japonica","Medium"
"Sphyraena jello","Low"
"Sphyraena lucasana","Medium"
"Sphyraena novaehollandiae","Low"
"Sphyraena obtusata","High"
"Sphyraena picudilla","Medium"
"Sphyraena pinguis","High"
"Sphyraena putnamae","Medium"
"Sphyraena qenie","Very low"
"Sphyraena sphyraena","Medium"
"Sphyraena tome","Medium"
"Sphyraena viridensis","Very low"
"Sphyraena waitii","High"
"Sphyraenops bairdianus","Medium"
"Sphyrna corona","Very low"
"Sphyrna couardi","Low"
"Sphyrna gilberti","Very low"
"Sphyrna lewini","Low"
"Sphyrna media","Low"
"Sphyrna mokarran","Low"
"Sphyrna tiburo","Very low"
"Sphyrna tudes","Very low"
"Sphyrna zygaena","Low"
"Spicara alta","Medium"
"Spicara australis","Medium"
"Spicara axillaris","Medium"
"Spicara maena","Medium"
"Spicara martinicus","Medium"
"Spicara melanurus","Medium"
"Spicara nigricauda","Medium"
"Spicara smaris","Medium"
"Spicomacrurus adelscotti","High"
"Spicomacrurus dictyogadus","Medium"
"Spicomacrurus kuronumai","Medium"
"Spicomacrurus mccoskeri","Medium"
"Spinachia spinachia","High"
"Spinibarbus babeensis","Medium"
"Spinibarbus brevicephalus","Medium"
"Spinibarbus caldwelli","Medium"
"Spinibarbus denticulatus","Low"
"Spinibarbus hollandi","Medium"
"Spinibarbus maensis","Medium"
"Spinibarbus nammauensis","Medium"
"Spinibarbus ovalius","Medium"
"Spinibarbus sinensis","Low"
"Spinibarbus vittatus","Medium"
"Spinicapitichthys spiniceps","High"
"Spinilophus armatus","Low"
"Spiniphryne duhameli","Medium"
"Spiniphryne gladisfenae","High"
"Spinipterus acsi","High"
"Spiniraja whitleyi","Low"
"Spirinchus lanceolatus","Low"
"Spirinchus starksi","High"
"Spirinchus thaleichthys","Medium"
"Spondyliosoma cantharus","Medium"
"Spondyliosoma emarginatum","Medium"
"Spottobrotula amaculata","Medium"
"Spottobrotula mahodadi","Medium"
"Spratelloides delicatulus","High"
"Spratelloides gracilis","High"
"Spratelloides lewisi","High"
"Spratelloides robustus","High"
"Spratellomorpha bianalis","High"
"Sprattus antipodum","High"
"Sprattus fuegensis","High"
"Sprattus muelleri","High"
"Sprattus novaehollandiae","High"
"Sprattus sprattus","Medium"
"Springeratus polyporatus","High"
"Springeria folirostris","Low"
"Springeria longirostris","Low"
"Springerichthys bapturus","High"
"Springerichthys kulbickii","High"
"Squalidus argentatus","Medium"
"Squalidus atromaculatus","High"
"Squalidus banarescui","High"
"Squalidus chankaensis","Medium"
"Squalidus gracilis","High"
"Squalidus homozonus","High"
"Squalidus iijimae","High"
"Squalidus intermedius","High"
"Squalidus japonicus","High"
"Squalidus mantschuricus","High"
"Squalidus minor","High"
"Squalidus multimaculatus","High"
"Squalidus nitens","High"
"Squalidus wolterstorffi","High"
"Squaliforma annae","High"
"Squaliforma virescens","High"
"Squaliobarbus curriculus","Medium"
"Squaliolus aliae","Low"
"Squaliolus laticaudus","Low"
"Squalius adanaensis","Medium"
"Squalius agdamicus","Medium"
"Squalius alburnoides","Medium"
"Squalius albus","Medium"
"Squalius anatolicus","Medium"
"Squalius aphipsi","Medium"
"Squalius aradensis","High"
"Squalius aristotelis","High"
"Squalius berak","Medium"
"Squalius cappadocicus","Medium"
"Squalius carinus","Medium"
"Squalius carolitertii","Very low"
